,Vs_min,Vs_mean,Vs_max,Vs_std
14474,1071.4286,2533.4238,4307.2803,382.7435
14475,1374.6412,2306.965,4047.2947,371.6572
14476,1071.4286,2166.382,3854.8142,406.26776
14477,1138.3257,2400.835,4500.0,459.67325
14478,1273.9799,1963.351,3410.0784,312.2034
14479,1683.9039,2970.9946,4500.0,415.97955
14480,1547.7958,2958.1812,4500.0,452.65915
14481,1071.4286,2620.6926,4500.0,537.36365
14482,1171.9113,3034.707,4500.0,505.2922
14483,1071.4286,2604.7112,4500.0,583.71735
14484,1408.3619,2576.4026,4500.0,382.3461
14485,1071.4286,2494.401,4500.0,517.09155
14486,1236.0117,2762.0498,4500.0,599.2432
14487,2187.249,2692.732,3598.591,222.1069
14488,1176.1483,2654.282,4500.0,569.85785
14489,1321.317,2716.9255,4500.0,547.3706
14490,1086.8058,2312.7292,4500.0,555.52905
14491,1472.1405,2753.0383,4500.0,547.0407
14492,1071.4286,2408.3362,4500.0,474.88885
14493,1928.3634,3123.8965,4500.0,448.82162
14494,1090.1165,2596.7878,4500.0,725.9434
14495,1653.4829,2519.7815,4204.4033,375.45688
14496,1554.2396,2709.164,4500.0,449.36133
14497,1765.4448,2932.3625,4455.4204,367.72824
14498,1468.372,2644.6672,4500.0,427.70932
14499,1342.6437,2882.681,4500.0,492.31924
14500,1071.4286,2486.7632,4487.0264,453.77155
14501,1071.4286,2206.8264,4115.7437,390.93423
14502,1528.7024,2198.187,4500.0,434.55896
14503,1071.4286,2562.0312,4500.0,599.8385
14504,1211.7498,2266.2537,4500.0,477.65692
14505,1071.4286,2125.811,4437.401,463.36813
14506,1074.8644,2549.0227,4500.0,438.0852
14507,1251.5719,2563.0422,4500.0,523.43585
14508,1071.4286,2564.722,4500.0,582.14514
14509,1095.8752,2415.7024,4500.0,486.183
14510,1071.4286,1968.1495,4500.0,596.2198
14511,1276.7883,2371.0286,4124.7686,455.0715
14512,1071.4286,2933.2373,4500.0,788.3851
14513,1111.9092,2428.5288,4394.8286,482.42575
14514,1071.4286,2478.2146,4500.0,541.24023
14515,1429.0536,2688.6172,4451.7314,514.6667
14516,1295.6083,3184.3557,4500.0,558.90533
14517,1436.4272,2324.8953,3625.7012,356.2996
14518,1071.4286,2271.7366,4500.0,506.08167
14519,1262.2031,1957.4325,3579.2913,325.71164
14520,1580.0138,2421.168,4203.852,368.8505
14521,1507.3513,2319.1309,4170.2617,322.17145
14522,1071.4286,2486.3281,4500.0,508.1039
14523,1197.9418,2893.2524,4500.0,581.6704
14524,1071.4286,2309.5017,4500.0,548.7523
14525,1071.4286,2331.5383,4500.0,546.559
14526,1530.491,2531.774,4500.0,374.96558
14527,1071.4286,1930.6006,4500.0,599.63324
14528,1071.4286,2462.5305,3940.2207,370.93436
14529,1255.6726,2429.6672,3887.1157,378.2646
14530,1071.4286,2571.1755,4500.0,581.4036
14531,1142.6624,2593.8435,4500.0,521.69617
14532,1426.2196,2682.123,4500.0,504.98676
14533,1107.2401,2674.2,4500.0,563.27966
14534,1071.4286,2465.9116,4500.0,543.9602
14535,1071.4286,2250.719,4500.0,486.04605
14536,1071.4286,2475.2544,4500.0,509.73615
14537,1215.3195,2205.271,4393.3237,431.7402
14538,1226.9453,2757.9297,4500.0,475.3719
14539,1076.5989,2275.0974,4411.9834,468.29675
14540,1071.4286,2743.5483,4500.0,548.21106
14541,1071.4286,2244.4763,4500.0,589.56854
14542,2547.69,2634.6016,3569.9592,179.75806
14543,1389.9753,2846.711,4408.382,382.14035
14544,1435.4514,2669.6094,4500.0,399.86093
14545,1653.9438,2831.445,4500.0,446.77066
14546,1071.4286,2752.2014,4500.0,534.5205
14547,1103.1094,2373.5505,4044.0095,493.39197
14548,1281.8091,2608.7783,4500.0,623.656
14549,1071.4286,2514.0374,4500.0,588.1442
14550,1390.173,2033.96,3543.2056,285.57523
14551,1071.4286,2654.9536,4500.0,812.7893
14552,1071.4286,2212.955,4389.33,474.29913
14553,1696.5343,3038.4812,4500.0,421.7374
14554,1186.183,2252.1497,4145.837,499.248
14555,1071.4286,2154.6792,4500.0,556.0832
14556,1071.4286,2377.0862,4500.0,626.0307
14557,1695.196,2667.7776,4500.0,437.19415
14558,1071.4286,2520.2834,4500.0,510.0766
14559,1341.3077,2791.5469,4500.0,487.25357
14560,1637.144,2809.7195,4358.057,406.43338
14561,2331.0742,3172.3574,4396.123,289.93344
14562,1071.4286,2369.963,4276.0947,497.72998
14563,1468.6329,2672.2583,4500.0,413.68137
14564,1071.4286,2405.2375,4343.2275,361.05627
14565,1082.3414,2718.811,4500.0,624.09973
14566,1480.8455,2372.7415,3817.9558,475.94052
14567,1787.3623,2738.413,4108.326,325.1095
14568,1347.5679,2842.2437,4500.0,435.9343
14569,1071.4286,2627.0042,4500.0,636.0438
14570,1126.6222,2789.295,4500.0,548.949
14571,1071.4286,2598.7664,4500.0,560.1728
14572,1344.6744,2478.1501,4200.0645,462.2057
14573,1612.475,2777.2795,4500.0,421.39868
14574,1374.8188,2638.656,4315.962,388.18402
14575,1581.6486,2615.2378,4221.507,340.55093
14576,1392.3411,2566.7942,4499.3477,497.81235
14577,1426.0969,2557.6184,4289.2637,434.4563
14578,1071.4286,2345.4739,3731.281,378.5029
14579,1120.1909,2528.867,4500.0,475.00192
14580,1185.2682,2265.2517,4217.119,455.98407
14581,1159.0613,2453.452,4500.0,565.92035
14582,1194.2797,2622.7656,4500.0,411.60892
14583,1071.4286,2565.648,4500.0,656.13837
14584,1071.4286,2311.8787,3983.004,518.5492
14585,1460.7036,2450.7522,3798.9285,390.1428
14586,1708.9677,2223.0981,3453.028,263.01212
14587,1071.4286,2408.4104,3774.1501,429.6253
14588,1452.4502,2976.421,4500.0,409.29343
14589,1071.4286,2214.9263,4500.0,511.76
14590,1546.7437,2963.267,4500.0,550.84827
14591,1071.4286,2531.8486,4500.0,722.2796
14592,1369.7181,2553.5134,4500.0,439.34467
14593,1071.4286,2754.6328,4500.0,533.5618
14594,1083.9852,2425.0837,4369.928,415.10583
14595,1071.4286,2659.18,4500.0,572.0811
14596,1273.4164,2531.8228,4500.0,385.71716
14597,1071.4286,2455.66,4500.0,492.4964
14598,1246.1462,2541.6375,4082.3484,450.50253
14599,1295.5037,3124.8586,4500.0,515.8633
14600,1071.4286,2872.856,4500.0,540.9509
14601,1071.4286,2449.422,4270.8037,448.0608
14602,1233.0221,2738.3708,4500.0,454.3824
14603,1523.9551,2608.6238,4500.0,515.4228
14604,1319.4303,2549.2637,4481.5713,429.77292
14605,1169.0576,2241.253,4500.0,405.97583
14606,1377.8794,2829.8447,4500.0,470.382
14607,1084.3842,2533.2832,4500.0,456.171
14608,1505.0673,2589.9192,4500.0,462.2626
14609,1256.452,2523.8203,3970.351,392.26068
14610,1071.4286,2207.3337,4500.0,551.287
14611,1085.9617,2075.435,3800.5928,330.33417
14612,1091.0474,2395.1443,4169.1177,568.64575
14613,1071.4286,2403.8586,4149.3984,423.06134
14614,1787.6729,2604.5276,4402.876,386.1819
14615,1198.9166,2528.138,4457.8594,404.935
14616,1582.8915,2603.0166,4300.4463,371.6081
14617,1329.2584,2432.5444,4500.0,457.73
14618,1516.8519,3152.3118,4500.0,519.3816
14619,1110.618,2540.7463,3769.7236,550.7908
14620,1071.4286,2385.705,4500.0,601.75354
14621,1217.7902,2389.6963,4098.868,399.4463
14622,1071.4286,1930.4998,3541.1406,336.84262
14623,1071.4286,2058.197,4123.561,463.4149
14624,1071.4286,2697.5781,4500.0,505.65155
14625,1659.933,2874.482,4500.0,469.57907
14626,1318.092,2398.1475,4384.646,572.9381
14627,1427.8263,2605.9912,4261.3335,429.3602
14628,1309.3021,2196.9722,3806.6348,455.5394
14629,1071.4286,2775.3105,4500.0,809.93945
14630,1071.4286,2418.5444,4500.0,503.04572
14631,1366.6998,2456.6472,4500.0,459.27682
14632,1108.2485,2705.5015,4500.0,517.52576
14633,1430.648,2637.8484,4500.0,480.86047
14634,1071.4286,2627.0833,4500.0,515.1777
14635,2098.6628,2391.7761,3507.4585,212.4282
14636,1351.1847,2698.5767,4500.0,511.41486
14637,1215.6006,2464.3064,4500.0,532.2834
14638,1452.6193,2359.424,3578.818,393.4831
14639,1071.4286,2267.16,4500.0,560.1333
14640,1175.4623,2321.9824,4405.843,484.84515
14641,1499.4503,2379.7373,3992.0774,403.0075
14642,1445.6309,2643.0813,4500.0,432.99026
14643,1333.8745,2892.907,4500.0,465.948
14644,1071.4286,2743.5952,4500.0,591.83295
14645,1090.6385,2608.1738,4500.0,501.65204
14646,1475.7799,2479.397,4500.0,629.1289
14647,1364.4565,2727.7534,4500.0,412.48685
14648,1183.5028,2387.4878,4500.0,501.00018
14649,1071.4286,2217.065,4500.0,552.77423
14650,1071.4286,2784.3423,4500.0,655.20807
14651,1071.4286,2652.3062,4456.253,524.0644
14652,1409.4132,2737.9136,4500.0,511.11633
14653,1260.4384,2419.1162,4136.7,408.958
14654,1084.1282,2710.1724,4500.0,681.0455
14655,1092.6017,2667.908,4500.0,471.66394
14656,1414.2644,3115.1064,4500.0,739.5119
14657,2105.1125,2436.0693,3608.988,218.31801
14658,1071.4286,2680.3735,4500.0,456.58292
14659,1509.552,2248.822,3755.5862,295.4506
14660,1294.1538,2595.2568,4500.0,492.37653
14661,1347.342,2522.7378,4500.0,586.6505
14662,1071.4286,2465.6738,4500.0,526.12036
14663,1319.066,2724.8218,4500.0,493.7219
14664,1071.4286,2410.375,4500.0,517.33246
14665,1071.4286,2581.6157,4500.0,512.9595
14666,1759.0922,3127.1638,4500.0,371.215
14667,1227.1797,2692.7734,4500.0,510.95065
14668,1435.0631,2815.6511,4500.0,296.04846
14669,1507.5112,2259.5955,3717.55,310.5895
14670,1100.5958,2670.351,3955.8865,519.2336
14671,1071.4286,2490.66,4342.599,654.6165
14672,1374.236,2329.6104,3978.4478,398.7445
14673,1076.3392,2521.9922,4500.0,594.9795
14674,1194.5499,2560.009,4500.0,546.0835
14675,1462.7136,2574.3242,4500.0,403.1787
14676,1399.2827,2766.39,4500.0,553.04456
14677,1275.5769,2740.5518,4500.0,700.7309
14678,1289.5297,2596.5178,4500.0,546.26105
14679,1742.6617,3232.5454,4500.0,296.32642
14680,2158.4177,2961.994,4226.8203,363.148
14681,1394.9135,2371.968,4191.9634,418.17624
14682,1435.0911,2798.9111,4500.0,448.9901
14683,1071.4286,2782.5657,4500.0,568.4059
14684,1289.4507,2594.8237,4500.0,551.1315
14685,1071.4286,2401.527,4179.546,474.27484
14686,1982.9314,2570.5955,3804.643,252.19722
14687,1529.6317,2905.421,4500.0,389.6166
14688,1071.4286,2185.8953,3794.4053,429.40787
14689,1173.0953,2611.399,4500.0,595.6839
14690,1520.2205,2949.4758,4500.0,464.77808
14691,1071.4286,1898.2849,4500.0,466.33603
14692,1071.4286,2688.5247,4500.0,591.2728
14693,1372.6193,2931.2952,4500.0,478.73126
14694,1480.0004,2429.0112,3553.8306,341.3354
14695,2278.6587,2967.283,4031.404,258.97876
14696,1201.4886,2427.8562,4337.3047,467.94345
14697,1224.1364,2680.4988,4285.001,464.7605
14698,2258.2773,2777.3132,3707.2263,205.61809
14699,1150.4735,2418.8784,4257.0854,541.5418
14700,1878.8646,2231.7183,3556.2854,237.36057
14701,1087.8668,2321.8853,3971.891,454.9873
14702,1160.8451,2445.6062,4259.7207,379.54108
14703,1503.8552,2626.8127,4205.839,464.96094
14704,1582.051,2719.5054,4355.635,437.38034
14705,1071.4286,2288.867,4500.0,465.6844
14706,1071.4286,2534.276,4500.0,647.4668
14707,1466.5377,2539.0002,4500.0,413.01157
14708,1279.0829,2289.5427,4500.0,558.56573
14709,1123.3063,2842.13,4500.0,581.545
14710,1071.4286,2343.6406,4500.0,449.06827
14711,1877.0083,2298.4575,3542.4346,230.06538
14712,1071.4286,2095.3513,3982.2395,376.92355
14713,1494.0775,2972.1123,4500.0,537.3353
14714,1242.2283,2663.053,4500.0,504.41602
14715,1150.259,2444.008,4500.0,486.51758
14716,1307.6284,2469.2312,3822.3574,405.9873
14717,1646.7942,2584.2063,4153.3853,267.35886
14718,1071.4286,2680.3987,4500.0,716.6388
14719,1071.4286,1893.1288,4500.0,498.3807
14720,1335.8591,2303.5854,4500.0,510.48737
14721,1559.6786,2884.5479,4500.0,342.174
14722,1174.9082,2301.4495,4500.0,545.8772
14723,1071.4286,2574.2537,4500.0,792.24554
14724,1729.1989,2363.2998,3771.199,255.62047
14725,1692.0084,2770.0945,4500.0,470.9485
14726,1195.7949,2380.2537,4088.5667,376.60413
14727,1092.912,2543.9543,4500.0,457.51782
14728,1169.8994,2632.176,4500.0,428.71207
14729,1153.1221,2795.73,4500.0,501.942
14730,1071.4286,1976.606,3920.5874,427.40793
14731,1317.0001,2758.9548,4500.0,508.839
14732,1071.4286,1932.8813,4500.0,596.8923
14733,1071.4286,2253.1433,4384.634,478.82724
14734,1695.0869,2223.856,3536.3364,334.33072
14735,1071.4286,2115.6414,4500.0,535.6431
14736,1096.2772,2414.7566,4500.0,529.99225
14737,1279.6343,2968.9414,4500.0,420.29156
14738,1412.1333,2648.6318,4500.0,449.9789
14739,1209.3749,2524.6702,4124.18,417.31082
14740,1460.346,2363.825,4328.7983,435.28854
14741,1135.0627,2572.8357,4500.0,693.5166
14742,1285.1063,2677.5986,4500.0,514.2117
14743,1071.4286,2452.343,4500.0,565.4579
14744,1223.9504,2398.4363,4386.467,487.28345
14745,1149.8508,2752.7256,4500.0,494.96408
14746,1071.4286,1954.299,4120.0435,375.41583
14747,1071.4286,2185.4336,4500.0,561.8887
14748,1071.4286,2902.98,4500.0,646.3071
14749,1523.3807,2917.761,4500.0,440.6675
14750,1158.9073,2639.9226,4500.0,575.96265
14751,1161.986,2149.1497,4493.7964,414.2162
14752,1071.4286,2840.0386,4500.0,591.949
14753,1393.256,2391.003,3776.366,406.06497
14754,1071.4286,2702.1165,4500.0,538.33075
14755,2149.4792,3134.9246,4500.0,372.07413
14756,1071.4286,2415.29,4500.0,647.2616
14757,1886.3086,2665.4736,4430.77,371.58862
14758,1274.3427,2746.4453,4500.0,451.26996
14759,1148.2664,2909.694,4500.0,433.78818
14760,1509.3969,2128.4138,3692.183,286.28122
14761,1295.0918,2246.8215,4438.192,422.85495
14762,1353.1304,2564.4895,4500.0,364.5181
14763,1585.0016,2525.3,4275.4365,270.16956
14764,1214.035,2696.8623,4500.0,442.44574
14765,1103.3092,2517.6946,4500.0,483.69507
14766,1819.373,3113.016,4500.0,427.5083
14767,1265.5051,2638.528,4500.0,515.5493
14768,1375.7871,2224.6777,4077.4207,499.7483
14769,1071.4286,1952.6611,3785.577,356.35107
14770,1618.6364,2553.7634,3825.8396,421.15
14771,1661.3966,2470.8008,4359.8193,444.9302
14772,1290.8868,2381.5884,3796.1416,405.37906
14773,1428.7042,2839.633,4500.0,492.1942
14774,1281.3438,2701.5723,4500.0,462.0152
14775,1466.0437,2671.736,4500.0,428.05975
14776,1571.235,2265.4722,3922.594,298.4532
14777,1071.4286,2424.7773,4500.0,654.1162
14778,1071.4286,2652.691,4500.0,680.13007
14779,1175.416,2592.3264,4500.0,595.023
14780,1575.8098,2969.4685,4500.0,505.5939
14781,1380.1761,2343.5752,4500.0,443.84128
14782,1299.0238,2151.982,3739.8838,374.36615
14783,1234.1659,2240.5398,4388.032,428.0368
14784,1187.3855,2732.5425,4500.0,516.4305
14785,1220.3136,2143.5598,3825.5562,428.07797
14786,1071.4286,2316.3962,4500.0,641.7699
14787,1221.3171,2833.6777,4500.0,525.624
14788,1071.4286,2492.1174,4500.0,636.0824
14789,1071.4286,2301.0796,4500.0,419.94308
14790,1147.8102,2569.206,4500.0,491.77383
14791,1146.9375,2368.7,4500.0,410.47372
14792,1071.4286,2446.748,4500.0,802.685
14793,1071.4286,2299.305,4500.0,622.9188
14794,1071.4286,2606.245,4380.5454,598.85376
14795,1408.9536,3122.9797,4500.0,645.0009
14796,1335.3168,2464.14,4444.09,415.37628
14797,1071.4286,2476.93,4500.0,469.82812
14798,1737.577,2540.5044,3923.092,473.3293
14799,1246.5898,2523.25,4450.5693,424.40125
14800,1071.4286,2645.0796,4500.0,624.7391
14801,1071.4286,2653.0383,4500.0,540.5616
14802,2283.921,3112.977,4274.318,303.31805
14803,1158.6562,2404.3325,4449.957,542.73737
14804,1322.9733,2868.11,4500.0,505.44107
14805,1177.6304,2784.4348,4500.0,425.6769
14806,1071.4286,2250.3843,4500.0,481.7298
14807,1242.3398,2450.3296,4500.0,383.7075
14808,1071.4286,2572.124,4500.0,594.82635
14809,1761.2195,2464.9377,4500.0,389.14658
14810,1074.5494,2488.7505,4500.0,544.1054
14811,1075.4174,2574.5896,4500.0,573.85626
14812,1456.0907,2732.3933,4500.0,518.7274
14813,1071.4286,2352.387,4500.0,534.3106
14814,1071.4286,2098.0674,4107.185,393.9183
14815,1184.1709,2338.5334,4367.3364,411.51816
14816,2159.197,2575.4836,3614.246,194.69238
14817,1807.1174,2657.8613,3898.791,362.77664
14818,1258.1248,2292.5442,4500.0,439.44366
14819,1851.6858,2475.9607,3973.7205,318.84622
14820,1579.1984,2387.9204,3791.1814,364.05063
14821,1859.103,2898.7974,4500.0,320.22546
14822,1071.4286,2561.1865,4500.0,520.30444
14823,1580.5173,2794.2417,4342.9927,457.10703
14824,1225.3674,2288.3303,3775.9583,303.95834
14825,1481.7983,2477.929,4500.0,627.229
14826,1697.992,2364.349,3724.1357,270.64835
14827,1360.6154,2453.0999,4325.2256,384.31662
14828,1169.5691,2391.993,4500.0,683.6231
14829,1470.2496,2121.648,3447.539,266.1597
14830,1223.5577,2363.134,4072.9543,344.2644
14831,1071.4286,2263.414,4044.5835,478.4037
14832,1213.7383,2796.1003,4500.0,623.0506
14833,1104.0294,2403.135,4299.3315,514.46326
14834,1071.4286,2763.4587,4500.0,526.80383
14835,1105.1243,2545.9,4500.0,444.56174
14836,1548.3917,2808.2407,4500.0,504.08398
14837,1215.3407,2741.7932,4500.0,459.4278
14838,1071.4286,2889.836,4500.0,713.5251
14839,1205.5968,2399.2378,4500.0,494.10593
14840,1071.4286,3014.4954,4500.0,801.6752
14841,1092.1139,2360.5413,4166.8643,421.90695
14842,1071.4286,2912.9778,4500.0,765.67017
14843,1071.4286,2517.3281,4500.0,621.9441
14844,1569.6952,2684.9136,4500.0,483.54938
14845,1310.4426,2520.978,4500.0,381.07657
14846,1071.4286,2579.1497,4500.0,503.17996
14847,1071.4286,2059.1707,4500.0,499.6659
14848,1348.518,2527.3105,3752.456,423.1394
14849,1798.0376,2849.2168,4500.0,414.91873
14850,1135.3196,2218.808,4072.6265,513.65497
14851,1624.4382,2924.1729,4500.0,394.362
14852,1071.4286,2524.3845,4500.0,488.37048
14853,1077.225,2556.0146,4500.0,470.34897
14854,1115.4261,2907.19,4500.0,663.79175
14855,1071.4286,1833.4272,4094.3298,434.61353
14856,1071.4286,1952.7014,3670.9932,411.06277
14857,1071.4286,2561.0986,4327.3887,533.78564
14858,1164.7402,2190.4495,4500.0,555.3928
14859,1327.9896,2743.9766,4500.0,389.64127
14860,1071.4286,2470.7063,4500.0,578.13434
14861,1071.4286,2490.1897,4500.0,644.46533
14862,1254.2714,2229.4253,4059.3572,406.80652
14863,1543.252,2428.8352,3746.8623,311.93503
14864,1647.4421,2790.585,3946.4363,409.7363
14865,1098.3018,2690.784,4500.0,498.8544
14866,1202.8375,2383.8757,4319.4077,419.85934
14867,1400.5548,3066.872,4500.0,549.651
14868,1071.4286,2362.8413,4165.6216,606.36847
14869,1071.4286,2462.578,4500.0,646.3492
14870,1071.4286,2222.85,4369.8374,498.90317
14871,1209.6036,2583.2695,4500.0,591.0632
14872,1965.649,2772.463,3788.911,350.27832
14873,1165.0739,2941.48,4500.0,510.94196
14874,1071.4286,2182.1853,4500.0,486.4082
14875,1435.2979,2389.6292,4001.0278,353.05197
14876,1395.015,2859.6313,4500.0,519.12115
14877,1234.6908,2205.5474,4165.0005,437.08768
14878,1198.3473,2782.7842,4500.0,652.5067
14879,1212.0676,2518.3318,4500.0,621.2916
14880,1241.9033,2380.2961,4500.0,507.0517
14881,1071.4286,2374.1956,4500.0,601.4263
14882,1071.4286,2305.9534,4274.8955,371.65656
14883,1080.0021,2059.8704,4294.4175,423.11975
14884,1071.4286,2488.5122,4500.0,506.267
14885,1157.5222,2330.3267,4500.0,481.9928
14886,1071.4286,2313.4019,4215.4497,366.81662
14887,1071.4286,2501.7036,4500.0,675.53394
14888,1071.4286,1896.3328,3546.1992,341.58966
14889,1071.4286,1932.386,3822.232,373.51917
14890,1237.3176,2522.0752,4500.0,516.0909
14891,1272.8431,2320.4724,4500.0,567.65674
14892,1165.4954,2867.1367,4500.0,447.52695
14893,1071.4286,2171.6465,4500.0,488.69543
14894,1071.4286,2581.7883,4500.0,472.97366
14895,1102.0935,2079.7485,3658.064,323.26157
14896,2426.3335,3108.7437,4318.083,255.65736
14897,1314.066,2395.9285,4500.0,714.8873
14898,1787.2814,2821.785,4187.91,388.88272
14899,1071.4286,2767.7883,3954.174,406.4874
14900,2198.1213,2825.4648,3909.684,304.74243
14901,1702.1761,2599.884,4500.0,394.85397
14902,1071.4286,2293.659,4500.0,532.3559
14903,1071.4286,2350.5798,3878.7993,447.28848
14904,1843.5753,2965.1152,4500.0,391.352
14905,1159.2878,2658.0322,4500.0,511.97098
14906,1686.0818,2750.854,4500.0,482.1903
14907,1691.9419,2268.0706,3570.0327,262.1019
14908,1281.2574,2621.4556,4332.295,488.74704
14909,1082.5143,2869.1553,4500.0,526.7775
14910,1143.1243,2440.5261,4500.0,537.5716
14911,1071.4286,2468.2717,4398.5166,492.88992
14912,1071.4286,2403.426,4500.0,528.6897
14913,1700.6392,2907.8135,4500.0,446.55765
14914,1077.6627,2279.1697,3846.4766,423.89056
14915,1647.2007,2496.2014,3602.642,464.59885
14916,2054.712,2430.2551,3692.0747,230.19292
14917,1260.9197,2340.427,4500.0,436.24884
14918,1166.5327,2627.2063,4500.0,607.6542
14919,1071.4286,2221.198,3976.6719,397.6371
14920,1108.7393,2225.2544,4207.981,454.45105
14921,1459.2084,2377.3867,4330.9634,415.37155
14922,1104.7745,2411.8438,4500.0,384.7161
14923,1071.4286,2471.7104,4500.0,741.84454
14924,2013.4076,2693.965,3990.434,306.0876
14925,1071.4286,2104.2026,4088.0234,485.5794
14926,1071.4286,2126.849,3944.5696,387.73492
14927,1895.4718,2792.1736,4500.0,389.16568
14928,1071.4286,2705.6045,4499.2783,461.24725
14929,1713.8824,2916.093,4123.794,362.04962
14930,1428.5402,1837.5118,3275.073,277.6003
14931,1071.4286,2499.5884,4500.0,584.7446
14932,1326.1436,2301.472,3698.4377,409.57648
14933,1071.4286,2206.22,4500.0,517.8001
14934,1071.4286,2386.6763,4500.0,502.22607
14935,1071.4286,2586.0833,4500.0,575.6266
14936,1072.6871,2501.3105,4391.1333,518.5625
14937,1620.9541,2802.2273,4500.0,581.43005
14938,1409.8541,2679.5964,4453.6978,401.77704
14939,1080.7969,2655.6272,4500.0,565.13214
14940,1608.7773,2926.6423,4500.0,471.35883
14941,1264.8718,2706.677,4500.0,457.09888
14942,1071.4286,2773.7605,4500.0,661.3625
14943,1071.4286,2706.3528,4500.0,506.3143
14944,1071.4286,2598.4395,4500.0,536.7749
14945,1071.4286,2257.2607,4500.0,676.17413
14946,1309.2255,2737.676,4500.0,444.57947
14947,1916.9374,2976.7395,4401.3706,305.97046
14948,1071.4286,2618.4531,4276.88,463.20035
14949,1349.7413,2510.8674,4500.0,402.82544
14950,1364.0594,3100.394,4500.0,613.49365
14951,1142.4,2547.489,4500.0,503.3034
14952,1398.922,2488.249,4374.1562,389.17807
14953,1121.1302,2662.1128,4500.0,577.6835
14954,1470.085,2310.3008,3879.7178,347.48917
14955,1694.3643,2488.1516,3814.036,466.9228
14956,1292.5698,2602.1833,4500.0,454.97202
14957,1636.9276,2108.9268,3508.5398,271.0656
14958,1078.831,2663.186,4500.0,748.8602
14959,1149.2988,2560.3755,4372.406,453.48682
14960,1071.4286,2455.568,4044.0322,585.3425
14961,1204.9022,2539.6084,4500.0,529.96515
14962,1071.4286,2296.0798,4500.0,549.5133
14963,1571.5707,3073.7068,4500.0,532.20514
14964,1071.4286,2388.2422,4500.0,599.76825
14965,1425.3628,2654.8284,4500.0,507.0234
14966,1071.4286,2473.7214,4500.0,840.14874
14967,1350.1426,2674.959,4092.3428,411.90112
14968,1071.4286,2190.6501,4500.0,620.96484
14969,1224.2933,2704.099,4500.0,527.1136
14970,1584.7386,1898.3342,3336.2136,263.49875
14971,1823.3062,2939.6956,4500.0,392.72153
14972,1973.1759,2172.2998,3362.7646,228.04797
14973,1071.4286,2323.323,4500.0,487.43167
14974,1151.3906,2266.481,4251.079,506.80646
14975,1151.7853,2342.3015,4405.461,394.21536
14976,1071.4286,2178.0972,3943.914,367.3058
14977,1292.3461,2211.682,4294.1226,396.65982
14978,1071.4286,1863.6085,4500.0,535.7145
14979,1169.0244,2051.7856,3957.9968,413.22842
14980,1071.4286,2468.8784,4500.0,629.1119
14981,1204.1519,2397.6658,4500.0,434.60617
14982,1075.8401,2400.5203,4500.0,516.3594
14983,1071.4286,2130.545,4500.0,567.0566
14984,1386.3558,2891.4778,4500.0,490.91995
14985,1072.535,2246.9995,4340.0967,545.5555
14986,1071.4286,2285.1855,4500.0,548.8052
14987,1185.2621,2474.9731,4500.0,575.5571
14988,1393.2981,2615.1865,4500.0,423.38077
14989,1745.226,2803.8252,4500.0,431.52197
14990,1493.1558,2687.9187,4500.0,483.74048
14991,1228.1033,2657.3652,4334.832,424.1944
14992,1397.5474,2480.1807,3949.052,424.9844
14993,1878.3589,2420.4128,3621.5913,240.47665
14994,1132.8928,2662.6907,4500.0,780.3593
14995,1122.7491,2109.3472,3583.8916,340.32092
14996,1071.4286,2111.6365,4377.1567,504.3988
14997,2501.128,3096.1184,4034.6375,195.55222
14998,1185.321,2733.7864,4500.0,542.4761
14999,1207.0188,2580.5474,4500.0,610.93524
15000,1071.4286,2375.3816,3915.222,414.25067
15001,1094.3298,2129.5698,3923.3972,438.5289
15002,1071.4286,2733.7058,4500.0,563.6512
15003,1107.6484,2450.568,4385.0347,478.39648
15004,1565.3707,2814.7585,4500.0,423.7061
15005,1071.4286,2515.4338,4500.0,498.9356
15006,1440.8062,2888.3757,4500.0,433.8059
15007,1071.4286,2533.3767,4500.0,619.7339
15008,1158.3544,2483.8755,4500.0,567.36145
15009,1073.2169,2577.6667,4500.0,595.7528
15010,1071.4286,2180.322,4500.0,694.7257
15011,1939.0184,2441.64,3798.0066,385.6437
15012,1864.7291,3020.9858,4500.0,403.44815
15013,1071.4286,2631.5862,4446.619,529.6165
15014,1887.5553,2502.8638,3659.2456,247.01465
15015,1071.4286,2130.8157,4500.0,479.18307
15016,1225.8413,2101.8054,3782.8262,335.94824
15017,1071.4286,2176.5515,4500.0,529.2328
15018,1071.4286,2290.3372,4500.0,703.10175
15019,1258.8339,2637.485,4500.0,524.5878
15020,1273.2139,2485.4238,4500.0,484.98163
15021,1187.9023,2627.0732,4500.0,549.95886
15022,1071.4286,2682.5132,4500.0,537.3768
15023,1177.9689,2503.5608,4019.6216,377.2241
15024,1619.5619,2496.104,4276.0625,327.6377
15025,1727.0533,2308.2957,3637.8699,259.916
15026,1134.9072,2813.9604,4500.0,619.80286
15027,1170.4076,2762.0474,4500.0,526.807
15028,1071.4286,2727.0173,4500.0,465.7831
15029,1229.788,2469.0186,4376.9883,447.58707
15030,2082.4856,2837.288,4339.3384,300.49612
15031,1071.4286,2491.4219,4500.0,535.0259
15032,1071.4286,2133.857,4214.2324,417.3431
15033,1534.2059,2617.8406,4012.7488,312.49265
15034,1071.4286,2624.5176,4500.0,594.2581
15035,1361.2184,2715.5771,4500.0,655.2576
